	database	name	environmental_metadata	hostID	metadata_classification	study_citation	study_classification	refseq_accession	symbiont	T3SS	T4SS	T6SS	database_result	T3SS_result	T4SS_result	T6SS_result	symbiont_result	at_least_1_SS_result	db_T3SS_result	db_T4SS_result	db_T6SS_result	db_symbiont_result	db_at_least_1_SS_result
97	GOLD	Glaesserella parasuis HPS11	Host Associated	0	s	Lawrence, P. K., Wiener, B. L., Kolander-Bremer, T., Bey, R. F., Stine, D. L., Kittichotirat, W., & Bumgarner, R. E. (2014). Genome-Wide Association Studies of Virulent and Avirulent Haemophilus parasuis Serotype 4 Strains. Genome announcements, 2(5), e00884-14. https://doi.org/10.1128/genomeA.00884-14	s	GCF_000688835.1	-	-	-	-	TP	FN	FN	FN	FN	FN	TP	TP	TP	TP	TP
98	GOLD	Aurantiacibacter luteus KA37	Environmental	0	n	Lei, X., Zhang, H., Chen, Y., Li, Y., Chen, Z., Lai, Q., Zhang, J., Zheng, W., Xu, H., & Zheng, T. (2015). Erythrobacter luteus sp. nov., isolated from mangrove sediment. International journal of systematic and evolutionary microbiology, 65(8), 24722478. https://doi.org/10.1099/ijs.0.000283	n	GCF_001010945.1	-	-	-	-	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
99	GOLD	Runella aurantiaca YX9	Environmental	0	n	Yang, X., Zhou, Z., Liao, S., & Wang, G. (2020). Runella aurantiaca sp. nov., isolated from sludge of a manganese mine. International journal of systematic and evolutionary microbiology, 70(4), 21742177. https://doi.org/10.1099/ijsem.0.003435	n	GCF_003339505.1 	-	-	-	-	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
100	NCBI	Pseudoalteromonas carrageenovora KCTC 22325	Seawater	569578	s	Xu, F., Cha, Q. Q., Zhang, Y. Z., & Chen, X. L. (2021). Degradation and Utilization of Alginate by Marine Pseudoalteromonas: a Review. Applied and environmental microbiology, 87(17), e0036821. https://doi.org/10.1128/AEM.00368-21	n	GCF_004328865.1	-	-	-	-	FP	TN	TN	TN	TN	TN	FP	FP	FP	FP	FP
101	NCBI	Methylosinus sp. PW1 PW1	"""Freshwater;Aquatic"""	0	n	Beck, D. A., McTaggart, T. L., Setboonsarng, U., Vorobev, A., Goodwin, L., Shapiro, N., Woyke, T., Kalyuzhnaya, M. G., Lidstrom, M. E., & Chistoserdova, L. (2015). Multiphyletic origins of methylotrophy in Alphaproteobacteria, exemplified by comparative genomics of Lake Washington isolates. Environmental microbiology, 17(3), 547554. https://doi.org/10.1111/1462-2920.12736	n	GCF_000745215.1	-	-	+	+	TN	TN	FP	FP	TN	FP	TN	FP	FP	TN	FP
102	NCBI	Desulfitobacterium sp. PCE1 PCE1	Soil	0	n	Kruse, T., Goris, T., Maillard, J., Woyke, T., Lechner, U., de Vos, W., & Smidt, H. (2017). Comparative genomics of the genus Desulfitobacterium. FEMS microbiology ecology, 93(12), 10.1093/femsec/fix135. https://doi.org/10.1093/femsec/fix135	n	GCF_000384015.1	-	n.d.	-	-	TN	A	TN	TN	TN	TN	TN	TN	TN	TN	TN
103	NCBI	Paraburkholderia tuberum WSM4176	"""Host;Plantroot;Rootnodule;Soil"""	508236	s	De Meyer, S. E., Cnockaert, M., Moulin, L., Howieson, J. G., & Vandamme, P. (2018). Symbiotic and non-symbiotic Paraburkholderia isolated from South African Lebeckia ambigua root nodules and the description of Paraburkholderia fynbosensis sp. nov. International journal of systematic and evolutionary microbiology, 68(8), 26072614. https://doi.org/10.1099/ijsem.0.002884	s	GCF_000372945.1	-	+	+	+	TP	TP	TP	TP	FN	TP	TP	TP	TP	TP	TP
104	NCBI	Jongsikchunia kroppenstedtii DSM 45133 NP8-5	Aquatic	0	n	Kim, K. K., Lee, K. C., Klenk, H. P., Oh, H. M., & Lee, J. S. (2009). Gordonia kroppenstedtii sp. nov., a phenol-degrading actinomycete isolated from a polluted stream. International journal of systematic and evolutionary microbiology, 59(Pt 8), 19921996. https://doi.org/10.1099/ijs.0.005322-0	n	GCF_000380485.1	-	n.d.	-	-	TN	A	TN	TN	TN	TN	TN	TN	TN	TN	TN
105	NCBI	Marinomonas posidonica IVIA-Po-181 IVIA-Po-181	Marine	0	n	Lucas-Elío, P., Goodwin, L., Woyke, T., Pitluck, S., Nolan, M., Kyrpides, N. C., Detter, J. C., Copeland, A., Lu, M., Bruce, D., Detter, C., Tapia, R., Han, S., Land, M. L., Ivanova, N., Mikhailova, N., Johnston, A. W., & Sanchez-Amat, A. (2012). Complete genome sequence of Marinomonas posidonica type strain (IVIA-Po-181(T)). Standards in genomic sciences, 7(1), 3143. https://doi.org/10.4056/sigs.2976373	n	GCF_000214215.1	-	n.d.	-	-	TN	A	TN	TN	TN	TN	TN	TN	TN	TN	TN
106	NCBI	Pedobacter glucosidilyticus DSM 23534 DSM 23534	Soil	0	n	Luo, X., Wang, Z., Dai, J., Zhang, L., Li, J., Tang, Y., Wang, Y., & Fang, C. (2010). Pedobacter glucosidilyticus sp. nov., isolated from dry riverbed soil. International journal of systematic and evolutionary microbiology, 60(Pt 1), 229233. https://doi.org/10.1099/ijs.0.008060-0	n	GCF_000425145.1	-	-	-	-	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
107	NCBI	Caldicellulosiruptor lactoaceticus 6A 6A	Hotspring	0	n	Jia, X., Mi, S., Wang, J., Qiao, W., Peng, X., & Han, Y. (2014). Insight into glycoside hydrolases for debranched xylan degradation from extremely thermophilic bacterium Caldicellulosiruptor lactoaceticus. PloS one, 9(9), e106482. https://doi.org/10.1371/journal.pone.0106482	n	GCF_000193435.2	-	n.d.	-	-	TN	A	TN	TN	TN	TN	TN	TN	TN	TN	TN
108	NCBI	Intrasporangium calvum DSM 43043 DSM 43043	Air	0	n	Del Rio, T. G., Chertkov, O., Yasawong, M., Lucas, S., Deshpande, S., Cheng, J. F., Detter, C., Tapia, R., Han, C., Goodwin, L., Pitluck, S., Liolios, K., Ivanova, N., Mavromatis, K., Pati, A., Chen, A., Palaniappan, K., Land, M., Hauser, L., Chang, Y. J.,  Lapidus, A. (2010). Complete genome sequence of Intrasporangium calvum type strain (7 KIP). Standards in genomic sciences, 3(3), 294303. https://doi.org/10.4056/sigs.1263355	n	GCF_000184685.1	-	n.d.	-	-	TN	A	TN	TN	TN	TN	TN	TN	TN	TN	TN
109	NCBI	Bradyrhizobium sp. WSM1417 WSM1417	"""Host;Rootnodule"""	3869	s	Reeve, W., Terpolilli, J., Melino, V., Ardley, J., Tian, R., De Meyer, S., Tiwari, R., Yates, R., O'Hara, G., Howieson, J., Ninawi, M., Teshima, H., Bruce, D., Detter, C., Tapia, R., Han, C., Wei, C. L., Huntemann, M., Han, J., Chen, I. M.,  Kyrpides, N. (2013). Genome sequence of the lupin-nodulating Bradyrhizobium sp. strain WSM1417. Standards in genomic sciences, 9(2), 273282. https://doi.org/10.4056/sigs.4518260	s	GCF_000515415.1	-	-	+	+	TP	FN	TP	TP	FN	TP	TP	TP	TP	TP	TP
110	NCBI	Rhizobium leguminosarum bv. trifolii CC283b CC283b	"""Host;Plantroot;Rootnodule;Soil"""	74504	s	Kerry C. Carson, Jean-Marie Meyer, Michael J. Dilworth. (2000). Hydroxamate siderophores of root nodule bacteria. Soil Biology and Biochemistry, Volume 32, Issue 1, Pages 11-21, ISSN 0038-0717. https://doi.org/10.1016/S0038-0717(99)00107-8.	s	GCF_000515375.1	-	-	+	-	TP	FN	TP	FN	FN	TP	TP	TP	TP	TP	TP
111	NCBI	Runella slithyformis DSM 19594 DSM 19594	Freshwater,Host	0	s	Copeland, A., Zhang, X., Misra, M., Lapidus, A., Nolan, M., Lucas, S., Deshpande, S., Cheng, J. F., Tapia, R., Goodwin, L. A., Pitluck, S., Liolios, K., Pagani, I., Ivanova, N., Mikhailova, N., Pati, A., Chen, A., Palaniappan, K., Land, M., Hauser, L.,  Mavromatis, K. (2012). Complete genome sequence of the aquatic bacterium Runella slithyformis type strain (LSU 4(T)). Standards in genomic sciences, 6(2), 145154. https://doi.org/10.4056/sigs.2475579	n	GCF_000218895.1	-	-	-	-	FP	TN	TN	TN	TN	TN	FP	FP	FP	FP	FP
112	NCBI	Thermodesulfobacterium geofontis OPF15 OPF15	Freshwaterhotspring	0	n	Elkins, J. G., Hamilton-Brehm, S. D., Lucas, S., Han, J., Lapidus, A., Cheng, J. F., Goodwin, L. A., Pitluck, S., Peters, L., Mikhailova, N., Davenport, K. W., Detter, J. C., Han, C. S., Tapia, R., Land, M. L., Hauser, L., Kyrpides, N. C., Ivanova, N. N., Pagani, I., Bruce, D.,  Cottingham, R. W. (2013). Complete Genome Sequence of the Hyperthermophilic Sulfate-Reducing Bacterium Thermodesulfobacterium geofontis OPF15T. Genome announcements, 1(2), e0016213. https://doi.org/10.1128/genomeA.00162-13	n	GCF_000215975.1	-	-	-	-	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
113	NCBI	Thermaerobacter subterraneus DSM 13965 DSM 13965	Sediment	0	n	Spanevello, M. D., Yamamoto, H., & Patel, B. (2002). Thermaerobacter subterraneus sp. nov., a novel aerobic bacterium from the Great Artesian Basin of Australia, and emendation of the genus Thermaerobacter. International journal of systematic and evolutionary microbiology, 52(Pt 3), 795800. https://doi.org/10.1099/00207713-52-3-795	n	GCF_000183545.2	-	n.d.	-	-	TN	A	TN	TN	TN	TN	TN	TN	TN	TN	TN
114	NCBI	Joostella marina DSM 19592 DSM 19592	Mud	0	n	Quan, Z. X., Xiao, Y. P., Roh, S. W., Nam, Y. D., Chang, H. W., Shin, K. S., Rhee, S. K., Park, Y. H., & Bae, J. W. (2008). Joostella marina gen. nov., sp. nov., a novel member of the family Flavobacteriaceae isolated from the East Sea. International journal of systematic and evolutionary microbiology, 58(Pt 6), 13881392. https://doi.org/10.1099/ijs.0.65611-0	n	GCF_000260115.1	-	-	-	-	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
115	NCBI	Promicromonospora kroppenstedtii DSM 19349 DSM 19349	Soil	0	n	Alonso-Vega, P., Santamaría, R. I., Martínez-Molina, E., & Trujillo, M. E. (2008). Promicromonospora kroppenstedtii sp. nov., isolated from sandy soil. International journal of systematic and evolutionary microbiology, 58(Pt 6), 14761481. https://doi.org/10.1099/ijs.0.65458-0	n	GCF_000515355.1	-	n.d.	-	-	TN	A	TN	TN	TN	TN	TN	TN	TN	TN	TN
116	NCBI	Bradyrhizobium ottawaense USDA 4	"""Host;Plantroot;Rootnodule;Soil"""	3847	s	Martins da Costa, E., Azarias Guimarães, A., Soares de Carvalho, T., Louzada Rodrigues, T., de Almeida Ribeiro, P. R., Lebbe, L., Willems, A., & de Souza Moreira, F. M. (2018). Bradyrhizobium forestalis sp. nov., an efficient nitrogen-fixing bacterium isolated from nodules of forest legume species in the Amazon. Archives of microbiology, 200(5), 743752. https://doi.org/10.1007/s00203-018-1486-2	s	GCF_000472725.1	-	+	+	-	TP	TP	TP	FN	FN	TP	TP	TP	TP	TP	TP
117	NCBI	Hippea alviniae EP5-r EP5-r	"""Aquatic;Hotspring;Hydrothermalvent"""	0	n	Flores, G. E., Hunter, R. C., Liu, Y., Mets, A., Schouten, S., & Reysenbach, A. L. (2012). Hippea jasoniae sp. nov. and Hippea alviniae sp. nov., thermoacidophilic members of the class Deltaproteobacteria isolated from deep-sea hydrothermal vent deposits. International journal of systematic and evolutionary microbiology, 62(Pt 6), 12521258. https://doi.org/10.1099/ijs.0.033001-0	n	GCF_000420385.1	-	-	-	-	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
118	NCBI	Dokdonia sp. 4H-3-7-5 4H-3-7-5	Seawater,Sediment	0	n	Riedel, T., Gómez-Consarnau, L., Tomasch, J., Martin, M., Jarek, M., González, J. M., Spring, S., Rohlfs, M., Brinkhoff, T., Cypionka, H., Göker, M., Fiebig, A., Klein, J., Goesmann, A., Fuhrman, J. A., & Wagner-Döbler, I. (2013). Genomics and physiology of a marine flavobacterium encoding a proteorhodopsin and a xanthorhodopsin-like protein. PloS one, 8(3), e57487. https://doi.org/10.1371/journal.pone.0057487	n	GCF_000212355.1	-	-	-	-	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
119	NCBI	Mesorhizobium loti CJ3sym CJ3sym	"""Plantroot;Rootnodule;Soil;Host"""	0	s	Reeve, W., Sullivan, J., Ronson, C., Tian, R., Munk, C., Han, C., Reddy, T. B., Seshadri, R., Woyke, T., Pati, A., Markowitz, V., Ivanova, N., & Kyrpides, N. (2015). High-Quality draft genome sequence of the Lotus spp. microsymbiont Mesorhizobium loti strain CJ3Sym. Standards in genomic sciences, 10, 54. https://doi.org/10.1186/s40793-015-0049-2	s	GCF_000472785.1	-	+	+	+	TP	TP	TP	TP	FN	TP	TP	TP	TP	TP	TP
120	NCBI	Actinopolyspora mortivallis DSM 44261 HS-1	Soil	0	n	Meklat, A., Bouras, N., Zitouni, A., Mathieu, F., Lebrihi, A., Schumann, P., Spröer, C., Klenk, H. P., & Sabaou, N. (2013). Actinopolyspora saharensis sp. nov., a novel halophilic actinomycete isolated from a Saharan soil of Algeria. Antonie van Leeuwenhoek, 103(4), 771776. https://doi.org/10.1007/s10482-012-9859-z	n	GCF_000384035.1	-	n.d.	-	-	TN	A	TN	TN	TN	TN	TN	TN	TN	TN	TN
121	NCBI	Campylobacter upsaliensis DSM 5365 DSM 5365	Host	28080	s	Bourke, B., Sherman, P., Louie, H., Hani, E., Islur, P., & Chan, V. L. (1995). Physical and genetic map of the genome of Campylobacter upsaliensis. Microbiology (Reading, England), 141 ( Pt 10), 24172424. https://doi.org/10.1099/13500872-141-10-2417	s	GCF_000620965.1	-	-	-	-	TP	FN	FN	FN	FN	FN	TP	TP	TP	TP	TP
122	NCBI	Gemmobacter nectariphilus DSM 15620 DSM 15620	"""Sludge;Wastewater"""	0	n	Liu, J. J., Zhang, X. Q., Chi, F. T., Pan, J., Sun, C., & Wu, M. (2014). Gemmobacter megaterium sp. nov., isolated from coastal planktonic seaweeds. International journal of systematic and evolutionary microbiology, 64(Pt 1), 6671. https://doi.org/10.1099/ijs.0.050955-0	n	GCF_000429765.1	-	-	-	-	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
123	NCBI	Chitinibacter tainanensis DSM 15459 DSM 15459	Soil	0	n	Stackebrandt, E., Lang, E., Cousin, S., Päuker, O., Brambilla, E., Kroppenstedt, R., & Lünsdorf, H. (2007). Deefgea rivuli gen. nov., sp. nov., a member of the class Betaproteobacteria. International journal of systematic and evolutionary microbiology, 57(Pt 3), 639645. https://doi.org/10.1099/ijs.0.64771-0	n	GCF_000429785.1	-	-	-	-	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
124	NCBI	Dasania marina DSM 21967 DSM 21967	"""Arctic;Sediment;Marine"""	0	n	Lee, Y. K., Hong, S. G., Cho, H. H., Cho, K. H., & Lee, H. K. (2007). Dasania marina gen. nov., sp. nov., of the order Pseudomonadales, isolated from Arctic marine sediment. Journal of microbiology (Seoul, Korea), 45(6), 505509.	n	GCF_000373485.1	-	-	-	-	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
125	NCBI	Desulfatibacillum aliphaticivorans DSM 15576 DSM 15576	"""Sediment;Marine"""	0	n	Cravo-Laureau, C., Matheron, R., Cayol, J. L., Joulian, C., & Hirschler-Réa, A. (2004). Desulfatibacillum aliphaticivorans gen. nov., sp. nov., an n-alkane- and n-alkene-degrading, sulfate-reducing bacterium. International journal of systematic and evolutionary microbiology, 54(Pt 1), 7783. https://doi.org/10.1099/ijs.0.02717-0	n	GCF_000429905.1	-	-	-	-	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
126	NCBI	Desulfotruncus alcoholivorax DSM 16058 DSM 16058	"""Wastewater;Aquatic"""	0	n	Kaksonen, A. H., Spring, S., Schumann, P., Kroppenstedt, R. M., & Puhakka, J. A. (2008). Desulfotomaculum alcoholivorax sp. nov., a moderately thermophilic, spore-forming, sulfate-reducer isolated from a fluidized-bed reactor treating acidic metal- and sulfate-containing wastewater. International journal of systematic and evolutionary microbiology, 58(Pt 4), 833838. https://doi.org/10.1099/ijs.0.65025-0	n	GCF_000430885.1	-	n.d.	-	-	TN	A	TN	TN	TN	TN	TN	TN	TN	TN	TN
127	NCBI	Desulfovirgula thermocuniculi DSM 16036 DSM 16036	Environmental-Mine	0	n	Kaksonen, A. H., Spring, S., Schumann, P., Kroppenstedt, R. M., & Puhakka, J. A. (2007). Desulfovirgula thermocuniculi gen. nov., sp. nov., a thermophilic sulfate-reducer isolated from a geothermal underground mine in Japan. International journal of systematic and evolutionary microbiology, 57(Pt 1), 98102. https://doi.org/10.1099/ijs.0.64655-0	n	GCF_000429345.1	-	n.d.	-	-	TN	A	TN	TN	TN	TN	TN	TN	TN	TN	TN
128	NCBI	Endozoicomonas elysicola DSM 22380 DSM 22380	"""Aquatic;Marine"""	305967	s	Neave, M. J., Michell, C. T., Apprill, A., & Voolstra, C. R. (2014). Whole-genome sequences of three symbiotic endozoicomonas strains. Genome announcements, 2(4), e00802-14. https://doi.org/10.1128/genomeA.00802-14	s	GCF_000373945.1	-	+	-	+	TP	TP	FN	TP	FN	TP	TP	TP	TP	TP	TP
129	NCBI	Eudoraea adriatica DSM 19308 DSM 19308	"""Marine;Aquatic;Marine;Seawater;Surfacewater"""	0	n	Alain, K., Intertaglia, L., Catala, P., & Lebaron, P. (2008). Eudoraea adriatica gen. nov., sp. nov., a novel marine bacterium of the family Flavobacteriaceae. International journal of systematic and evolutionary microbiology, 58(Pt 10), 22752281. https://doi.org/10.1099/ijs.0.65446-0	n	GCF_000382125.1	-	-	-	-	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
130	NCBI	Flavobacterium subsaxonicum WB 4.1-42 = DSM 21790 DSM 21790	Aquatic	0	n	Ali, Z., Cousin, S., Frühling, A., Brambilla, E., Schumann, P., Yang, Y., & Stackebrandt, E. (2009). Flavobacterium rivuli sp. nov., Flavobacterium subsaxonicum sp. nov., Flavobacterium swingsii sp. nov. and Flavobacterium reichenbachii sp. nov., isolated from a hard water rivulet. International journal of systematic and evolutionary microbiology, 59(Pt 10), 26102617. https://doi.org/10.1099/ijs.0.008771-0	n	GCF_000422725.1	-	-	-	-	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
131	NCBI	Halomonas anticariensis FP35 = DSM 16096 DSM 16096	"""Soil;Wetland"""	0	n	Tahrioui, A., Quesada, E., & Llamas, I. (2013). Draft Genome Sequence of the Moderately Halophilic Gammaproteobacterium Halomonas anticariensis FP35T. Genome announcements, 1(4), e00497-13. https://doi.org/10.1128/genomeA.00497-13	n	GCF_000428505.1	-	-	+	+	TN	TN	FP	FP	TN	FP	TN	FP	FP	TN	FP
132	NCBI	Hymenobacter norwichensis DSM 15439 DSM 15439	Air	0	n	Buczolits, S., Denner, E., Kämpfer, P., & Busse, H. J. (2006). Proposal of Hymenobacter norwichensis sp. nov., classification of 'Taxeobacter ocellatus', 'Taxeobacter gelupurpurascens' and 'Taxeobacter chitinovorans' as Hymenobacter ocellatus sp. nov., Hymenobacter gelipurpurascens sp. nov. and Hymenobacter chitinivorans sp. nov., respectively, and emended description of the genus Hymenobacter Hirsch et al. 1999. International journal of systematic and evolutionary microbiology, 56(Pt 9), 20712078. https://doi.org/10.1099/ijs.0.64371-0	n	GCF_000420705.1	-	-	-	-	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
133	NCBI	Legionella moravica DSM 19234 DSM 19234	"""Aquatic;Host;Air"""	39962	s	Wilkinson, H. W., Drasar, V., Thacker, W. L., Benson, R. F., Schindler, J., Potuznikova, B., Mayberry, W. R., & Brenner, D. J. (1988). Legionella moravica sp. nov. and Legionella brunensis sp. nov. isolated from cooling-tower water. Annales de l'Institut Pasteur. Microbiology, 139(4), 393402. https://doi.org/10.1016/0769-2609(88)90102-0	s	GCF_000423305.1	-	-	+	-	TP	FN	TP	FN	FN	TP	TP	TP	TP	TP	TP
134	NCBI	Pseudooceanicola nanhaiensis DSM 18065 DSM 18065	"""Aquatic;Sediment;Marine"""	0	n	Gu, J., Guo, B., Wang, Y. N., Yu, S. L., Inamori, R., Qu, R., Ye, Y. G., & Wu, X. L. (2007). Oceanicola nanhaiensis sp. nov., isolated from sediments of the South China Sea. International journal of systematic and evolutionary microbiology, 57(Pt 1), 157160. https://doi.org/10.1099/ijs.0.64532-0	n	GCF_000688295.1	-	-	-	+	TN	TN	TN	FP	TN	FP	TN	TN	FP	TN	FP
135	NCBI	Pseudonocardia acaciae DSM 45401 DSM 45401	Plants	205027	s	Duangmal, K., Thamchaipenet, A., Matsumoto, A., & Takahashi, Y. (2009). Pseudonocardia acaciae sp. nov., isolated from roots of Acacia auriculiformis A. Cunn. ex Benth. International journal of systematic and evolutionary microbiology, 59(Pt 6), 14871491. https://doi.org/10.1099/ijs.0.007724-0	s	GCF_000620785.1	-	-	n.d.	-	TP	FN	A	FN	FN	FN	TP	TP	TP	TP	TP
136	NCBI	Psychroflexus tropicus DSM 15496 DSM 15496	"""Salinewater;Lake;Freshwater;Aquatic"""	0	n	Donachie, S. P., Bowman, J. P., & Alam, M. (2004). Psychroflexus tropicus sp. nov., an obligately halophilic Cytophaga-Flavobacterium-Bacteroides group bacterium from an Hawaiian hypersaline lake. International journal of systematic and evolutionary microbiology, 54(Pt 3), 935940. https://doi.org/10.1099/ijs.0.02733-0	n	GCF_000378765.1	-	-	-	-	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
137	NCBI	Rheinheimera baltica DSM 14885 DSM 14885	"""Marine;Aquatic"""	0	n	Brettar, I., Christen, R., & Höfle, M. G. (2002). Rheinheimera baltica gen. nov., sp. nov., a blue-coloured bacterium isolated from the central Baltic Sea. International journal of systematic and evolutionary microbiology, 52(Pt 5), 18511857. https://doi.org/10.1099/00207713-52-5-1851	n	GCF_000425345.1	-	-	-	-	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
138	NCBI	Pararheinheimera texasensis DSM 17496 DSM 17496	"""Freshwater;Aquatic;Lake"""	0	n	Merchant, M. M., Welsh, A. K., & McLean, R. (2007). Rheinheimera texasensis sp. nov., a halointolerant freshwater oligotroph. International journal of systematic and evolutionary microbiology, 57(Pt 10), 23762380. https://doi.org/10.1099/ijs.0.65045-0	n	GCF_000711985.1	-	-	-	-	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
139	NCBI	Solimonas flava DSM 18980 DSM 18980	Soil	0	n	Sheu, S. Y., Cho, N. T., Arun, A. B., & Chen, W. M. (2011). Proposal of Solimonas aquatica sp. nov., reclassification of Sinobacter flavus Zhou et al. 2008 as Solimonas flava comb. nov. and Singularimonas variicoloris Friedrich and Lipski 2008 as Solimonas variicoloris comb. nov. and emended descriptions of the genus Solimonas and its type species Solimonas soli. International journal of systematic and evolutionary microbiology, 61(Pt 9), 22842291. https://doi.org/10.1099/ijs.0.023010-0	n	GCF_000426685.1	-	-	-	-	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
140	NCBI	Spirosoma spitsbergense DSM 19989 DSM 19989	"""Permafrostsediment;Soil"""	0	n	Finster, K. W., Herbert, R. A., & Lomstein, B. A. (2009). Spirosoma spitsbergense sp. nov. and Spirosoma luteum sp. nov., isolated from a high Arctic permafrost soil, and emended description of the genus Spirosoma. International journal of systematic and evolutionary microbiology, 59(Pt 4), 839844. https://doi.org/10.1099/ijs.0.002725-0	n	GCF_000374085.1	-	-	-	-	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
141	NCBI	Streptococcus henryi DSM 19005 DSM 19005	Host	0	s	Milinovich, G. J., Burrell, P. C., Pollitt, C. C., Bouvet, A., & Trott, D. J. (2008). Streptococcus henryi sp. nov. and Streptococcus caballi sp. nov., isolated from the hindgut of horses with oligofructose-induced laminitis. International journal of systematic and evolutionary microbiology, 58(Pt 1), 262266. https://doi.org/10.1099/ijs.0.65063-0	s	GCF_000376985.1	-	n.d.	-	-	TP	A	FN	FN	FN	FN	TP	TP	TP	TP	TP
142	NCBI	Streptococcus porci DSM 23759 DSM 23759	Host	9823	s	Vela, A. I., Perez, M., Zamora, L., Palacios, L., Domínguez, L., & Fernández-Garayzábal, J. F. (2010). Streptococcus porci sp. nov., isolated from swine sources. International journal of systematic and evolutionary microbiology, 60(Pt 1), 104108. https://doi.org/10.1099/ijs.0.011171-0	s	GCF_000423765.1	-	n.d.	-	-	TP	A	FN	FN	FN	FN	TP	TP	TP	TP	TP
143	NCBI	Tepidiphilus margaritifer DSM 15129 DSM 15129	"""Sludge;Wastewater"""	0	n	Manaia, C. M., Nogales, B., & Nunes, O. C. (2003). Tepidiphilus margaritifer gen. nov., sp. nov., isolated from a thermophilic aerobic digester. International journal of systematic and evolutionary microbiology, 53(Pt 5), 14051410. https://doi.org/10.1099/ijs.0.02538-0	n	GCF_000425565.1	-	-	-	-	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
144	NCBI	Vibrio rhizosphaerae DSM 18581 DSM 18581	"""Rhizosphere;Soil"""	0	s	Kumar, N. R., & Nair, S. (2007). Vibrio rhizosphaerae sp. nov., a red-pigmented bacterium that antagonizes phytopathogenic bacteria. International journal of systematic and evolutionary microbiology, 57(Pt 10), 22412246. https://doi.org/10.1099/ijs.0.65017-0	n	GCF_000711805.1	-	-	-	+	FP	TN	TN	FP	TN	FP	FP	FP	FP	FP	FP
145	NCBI	Vitreoscilla stercoraria DSM 513 DSM 513	Host	61	s	Ndongo, S., Maaloum, M., Richez, M., Saile, R., Fournier, P. E., Lagier, J. C., Raoult, D., & Khelaifia, S. (2021). Vitreoscilla massiliensis sp. nov., Isolated From the Stool of an Amazonian Patient. Current microbiology, 78(8), 33133320. https://doi.org/10.1007/s00284-021-02577-8	s	GCF_000382305.1	-	-	-	-	TP	FN	FN	FN	FN	FN	TP	TP	TP	TP	TP
146	NCBI	Desulfotignum balticum DSM 7044 DSM 7044	Mud	0	n	Ommedal, H., & Torsvik, T. (2007). Desulfotignum toluenicum sp. nov., a novel toluene-degrading, sulphate-reducing bacterium isolated from an oil-reservoir model column. International journal of systematic and evolutionary microbiology, 57(Pt 12), 28652869. https://doi.org/10.1099/ijs.0.65067-0	n	GCF_000421285.1	-	-	-	-	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN	TN
147	NCBI	Mycoplasma alvi ATCC 29626 ATCC 29626	"""Bovine;Host"""	78580	s	GOURLAY, R. N., WYLD, SARA G., LEACH, R. H.YR. (1977). Mycoplasma alvi, a New Species from Bovine Intestinal and Urogenital Tracts. International Journal of Systematic and Evolutionary Microbiology, Volume 27, Issue 2, Page 86-96. DO https://doi.org/10.1099/00207713-27-2-86	s	GCF_000701785.1	+	n.d.	-	-	TP	A	FN	FN	TP	FN	TP	TP	TP	TP	TP
148	NCBI	Carnobacterium mobile DSM 4848 MT37L	"""Poultrymeatproduct;Host"""	2750	s	Laursen, B. G., Bay, L., Cleenwerck, I., Vancanneyt, M., Swings, J., Dalgaard, P., & Leisner, J. J. (2005). Carnobacterium divergens and Carnobacterium maltaromaticum as spoilers or protective cultures in meat and seafood: phenotypic and genotypic characterization. Systematic and applied microbiology, 28(2), 151164. https://doi.org/10.1016/j.syapm.2004.12.001	s	GCF_000744825.1	-	n.d.	-	-	TP	A	FN	FN	FN	FN	TP	TP	TP	TP	TP
